"Attrition","Age","MonthlyIncome","PercentSalaryHike","PerformanceRating","JobLevel","TotalWorkingYears","Education","EnvironmentSatisfaction","TrainingTimesLastYear","RelationshipSatisfaction","JobSatisfaction","DistanceFromHome","WorkLifeBalance","JobInvolvement","StockOptionLevel","NumCompaniesWorked","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Gender","OverTime","EducationField","BusinessTravel","Department","MaritalStatus","JobRole","HourlyRate","DailyRate","MonthlyRate"
0,46,10845,13,3,3,13,2,4,3,2,3,7,3,3,1,6,8,7,0,7,"1","0","Medical","Travel_Rarely","Research & Development","Divorced","Manufacturing Director",75,566,24208
0,24,4377,15,3,2,5,1,4,6,2,3,17,3,2,2,1,4,2,3,2,"0","0","Medical","Travel_Rarely","Research & Development","Divorced","Manufacturing Director",41,1206,24117
1,35,3743,24,4,1,5,4,3,2,4,2,14,1,2,1,1,4,2,0,2,"1","1","Other","Travel_Rarely","Research & Development","Divorced","Laboratory Technician",39,622,10074
0,31,4148,12,3,2,4,1,3,1,3,1,1,3,3,1,1,4,3,0,3,"0","0","Life Sciences","Travel_Frequently","Research & Development","Married","Manufacturing Director",96,853,11275
0,18,1051,15,3,1,0,2,2,2,4,4,5,3,3,0,1,0,0,0,0,"1","0","Life Sciences","Non-Travel","Research & Development","Single","Research Scientist",73,287,13493
0,54,10739,11,3,3,22,3,3,2,3,3,17,3,3,1,8,10,7,0,8,"0","0","Technical Degree","Travel_Rarely","Research & Development","Married","Manufacturing Director",56,1441,13943
0,35,10388,11,3,3,16,4,3,3,3,3,25,2,3,1,1,16,10,10,1,"0","1","Medical","Travel_Rarely","Research & Development","Divorced","Healthcare Representative",57,583,6975
0,30,11416,12,3,3,9,2,2,4,3,1,8,2,4,3,0,8,7,1,7,"0","1","Life Sciences","Travel_Rarely","Research & Development","Married","Research Director",73,153,17802
1,20,2600,15,3,1,1,3,4,2,1,1,11,3,2,0,1,1,0,0,0,"0","1","Medical","Travel_Rarely","Research & Development","Single","Research Scientist",98,1097,18275
1,30,2422,17,3,1,4,3,2,3,1,2,5,3,3,0,0,3,2,1,2,"0","0","Medical","Travel_Frequently","Research & Development","Single","Laboratory Technician",60,109,25725
0,26,5472,12,3,2,8,2,4,2,2,4,2,3,4,0,1,8,7,1,3,"1","0","Medical","Travel_Rarely","Research & Development","Married","Manufacturing Director",32,1066,3334
0,22,2451,15,3,1,4,1,2,3,1,1,8,2,1,1,1,4,3,1,1,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Laboratory Technician",94,217,6881
0,48,4240,13,3,2,19,3,1,0,4,3,6,3,2,0,2,2,2,2,2,"1","0","Life Sciences","Travel_Rarely","Research & Development","Single","Healthcare Representative",97,277,13119
0,48,10999,14,3,3,27,4,3,3,2,3,4,3,2,0,7,15,11,4,8,"1","0","Life Sciences","Travel_Rarely","Research & Development","Single","Healthcare Representative",78,1355,22245
0,41,5003,14,3,2,8,2,4,6,2,3,7,3,3,0,6,2,2,2,1,"0","0","Medical","Travel_Rarely","Research & Development","Single","Manufacturing Director",42,549,23371
0,39,12742,16,3,4,21,1,4,3,3,4,1,3,2,1,1,21,6,11,8,"0","0","Life Sciences","Travel_Rarely","Research & Development","Married","Manufacturing Director",65,466,7060
0,27,4227,18,3,2,4,4,1,2,2,4,2,3,3,1,0,3,2,2,2,"0","0","Life Sciences","Travel_Rarely","Research & Development","Married","Manufacturing Director",47,1055,4658
0,35,3917,20,4,1,3,3,2,4,1,4,10,2,3,1,1,3,2,1,2,"1","0","Other","Travel_Rarely","Research & Development","Divorced","Laboratory Technician",45,802,9541
0,42,18303,13,3,5,21,2,4,3,2,3,5,4,3,0,6,1,0,0,0,"1","0","Marketing","Travel_Rarely","Sales","Married","Manager",90,265,7770
0,50,2380,18,3,1,8,3,1,5,2,4,9,3,3,0,4,1,0,0,0,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Laboratory Technician",64,804,20165
0,59,13726,13,3,4,30,3,3,4,1,4,2,3,2,0,3,5,3,4,3,"0","1","Life Sciences","Travel_Rarely","Research & Development","Single","Manufacturing Director",69,715,21829
1,37,4777,15,3,2,15,2,1,2,1,2,11,1,1,0,5,1,0,0,0,"0","0","Medical","Travel_Rarely","Research & Development","Married","Healthcare Representative",61,1141,14382
0,55,6385,14,3,2,17,4,3,3,4,2,18,3,3,2,3,8,7,6,7,"1","1","Medical","Travel_Frequently","Research & Development","Married","Healthcare Representative",62,135,12992
0,41,19973,22,4,5,21,1,2,3,2,3,7,3,1,2,1,21,16,5,10,"0","0","Life Sciences","Non-Travel","Research & Development","Divorced","Research Director",55,247,20284
0,38,6861,12,3,2,19,4,2,1,3,4,3,3,3,0,8,1,0,0,0,"1","1","Life Sciences","Travel_Rarely","Sales","Single","Sales Executive",42,1035,4981
1,26,4969,18,3,2,7,2,2,6,4,1,29,3,1,0,8,2,2,2,2,"1","0","Medical","Non-Travel","Sales","Single","Sales Executive",79,265,21813
1,52,19845,15,3,5,33,1,1,3,4,4,2,3,1,1,1,32,14,6,9,"0","0","Marketing","Travel_Rarely","Sales","Married","Manager",57,266,25846
0,44,13320,18,3,4,23,3,4,2,3,4,28,3,4,1,3,12,11,11,11,"0","1","Medical","Travel_Rarely","Sales","Married","Sales Executive",53,1448,11737
0,50,6347,12,3,2,19,3,4,3,1,3,1,3,3,1,0,18,7,0,13,"0","0","Life Sciences","Non-Travel","Sales","Married","Sales Executive",95,145,24920
1,36,2743,16,3,1,18,4,3,1,3,1,16,3,4,0,1,17,13,15,14,"0","0","Life Sciences","Travel_Rarely","Research & Development","Single","Laboratory Technician",43,885,8269
0,39,10880,13,3,3,21,3,4,2,3,1,22,3,3,0,1,21,6,2,8,"0","1","Medical","Travel_Frequently","Research & Development","Single","Manufacturing Director",82,945,5083
0,33,2342,19,3,1,3,1,2,2,4,4,8,2,2,0,0,2,2,2,2,"0","0","Life Sciences","Non-Travel","Sales","Single","Sales Representative",88,1038,21437
0,45,17650,13,3,4,26,2,4,4,2,4,11,4,3,1,3,9,3,1,1,"0","0","Life Sciences","Travel_Rarely","Sales","Married","Manager",90,1234,5404
0,32,4025,12,3,1,10,4,4,2,2,3,29,3,3,0,9,8,7,7,7,"0","0","Medical","Non-Travel","Research & Development","Single","Laboratory Technician",69,1109,11135
0,34,9725,11,3,2,16,4,2,2,4,4,1,2,4,1,0,15,1,0,9,"1","0","Marketing","Travel_Rarely","Sales","Divorced","Sales Executive",75,216,12278
0,59,11904,14,3,3,14,2,2,1,3,4,1,1,3,1,3,6,4,0,4,"1","1","Technical Degree","Travel_Rarely","Sales","Married","Manager",66,1089,11038
0,45,2177,16,3,1,6,4,2,3,1,2,24,3,3,0,1,6,3,0,4,"1","0","Medical","Travel_Rarely","Human Resources","Single","Human Resources",36,788,8318
0,53,7525,12,3,3,30,3,3,2,1,2,2,3,2,1,2,15,7,6,12,"0","0","Marketing","Travel_Frequently","Sales","Married","Sales Executive",38,124,23537
1,36,4834,14,3,2,9,3,1,3,2,3,15,2,3,1,7,1,0,0,0,"1","0","Other","Travel_Rarely","Research & Development","Divorced","Laboratory Technician",81,660,7858
1,26,2042,14,3,1,6,3,1,2,2,1,2,3,3,1,6,3,2,1,2,"1","1","Life Sciences","Travel_Frequently","Research & Development","Married","Research Scientist",57,342,15346
0,34,2220,19,3,1,1,4,3,2,4,3,10,3,3,1,1,1,1,0,0,"0","1","Life Sciences","Travel_Rarely","Sales","Married","Sales Representative",87,1333,18410
0,28,1052,22,4,1,1,1,4,5,2,2,10,3,3,0,1,1,0,0,0,"1","0","Medical","Travel_Rarely","Sales","Married","Sales Representative",74,1144,23384
0,38,2821,16,3,1,8,4,3,2,1,3,3,3,3,1,3,2,2,2,2,"1","0","Other","Travel_Frequently","Research & Development","Married","Research Scientist",44,1186,2997
0,50,19237,11,3,5,29,4,2,2,4,3,2,2,3,1,2,8,1,7,7,"1","1","Medical","Travel_Rarely","Research & Development","Married","Research Director",62,1464,12853
0,37,4107,15,3,2,8,3,4,3,1,2,3,2,3,0,3,4,3,0,1,"0","0","Other","Travel_Rarely","Research & Development","Single","Healthcare Representative",35,124,13848
0,40,8396,14,3,2,8,3,3,3,2,1,26,2,3,1,1,7,7,7,5,"1","0","Marketing","Travel_Rarely","Sales","Married","Sales Executive",74,300,22217
0,26,2007,13,3,1,5,1,1,5,3,3,1,3,2,2,1,5,3,1,3,"0","0","Medical","Travel_Frequently","Research & Development","Divorced","Research Scientist",66,921,25265
0,46,19627,17,3,5,23,4,4,0,4,4,1,3,3,2,9,2,2,2,2,"1","0","Medical","Travel_Rarely","Research & Development","Divorced","Research Director",40,430,21445
0,54,10686,11,3,3,13,4,3,4,2,3,2,3,2,1,6,9,4,7,0,"0","0","Life Sciences","Travel_Rarely","Sales","Married","Sales Executive",41,1082,8392
0,56,2942,19,3,1,18,3,1,4,2,3,9,3,3,1,2,5,4,0,3,"0","0","Medical","Travel_Frequently","Research & Development","Married","Research Scientist",63,1240,12154
0,36,8858,11,3,3,15,5,4,2,2,4,12,2,2,0,0,14,8,7,8,"0","0","Medical","Travel_Rarely","Research & Development","Single","Manufacturing Director",51,796,15669
0,55,16756,15,3,4,31,1,3,3,2,1,2,4,2,0,7,9,7,6,2,"1","0","Medical","Non-Travel","Research & Development","Single","Manager",40,444,17323
0,43,10798,13,3,3,18,3,3,5,3,4,25,3,2,1,5,1,0,0,0,"1","0","Medical","Travel_Rarely","Sales","Divorced","Sales Executive",79,415,5268
1,20,2323,14,3,1,2,3,4,3,2,4,9,3,3,0,1,2,2,0,2,"0","1","Marketing","Travel_Frequently","Sales","Single","Sales Representative",54,769,17205
1,21,1416,13,3,1,1,3,3,6,1,1,10,2,2,0,1,1,0,1,0,"0","0","Life Sciences","Travel_Rarely","Research & Development","Single","Laboratory Technician",36,1334,17258
0,46,4615,23,4,2,19,4,4,2,1,1,8,3,2,3,8,16,13,1,7,"0","1","Life Sciences","Travel_Rarely","Research & Development","Divorced","Research Scientist",74,1003,21029
1,51,2461,12,3,1,18,4,1,2,3,3,4,4,3,3,9,10,0,2,7,"1","1","Life Sciences","Travel_Rarely","Research & Development","Married","Research Scientist",34,1323,10332
1,28,8722,12,3,3,10,2,2,2,1,1,24,2,2,0,1,10,7,1,9,"1","0","Technical Degree","Non-Travel","Research & Development","Single","Healthcare Representative",72,1366,12355
0,26,3955,16,3,1,6,2,1,2,1,1,1,3,2,2,1,5,3,1,3,"1","0","Medical","Travel_Rarely","Research & Development","Married","Laboratory Technician",59,192,11141
0,30,9957,15,3,2,7,3,3,1,3,1,20,2,3,1,0,6,2,0,2,"1","0","Other","Travel_Rarely","Research & Development","Married","Manufacturing Director",85,1176,9096
0,41,3376,13,3,1,10,2,2,3,3,3,7,3,4,0,1,10,6,0,8,"0","0","Technical Degree","Travel_Rarely","Research & Development","Married","Research Scientist",43,509,18863
0,38,8823,18,3,3,20,1,3,4,1,3,17,2,2,1,0,19,9,1,9,"0","0","Life Sciences","Travel_Rarely","Research & Development","Married","Healthcare Representative",65,330,24608
0,40,10322,20,4,3,14,4,1,6,4,4,20,3,3,1,4,11,10,11,1,"1","0","Technical Degree","Travel_Rarely","Research & Development","Married","Healthcare Representative",61,1492,26542
0,27,4621,19,3,1,3,5,1,4,4,3,8,3,1,3,1,3,2,1,2,"1","0","Life Sciences","Non-Travel","Research & Development","Married","Laboratory Technician",87,1277,5869
0,55,10976,18,3,3,23,1,4,4,2,2,2,3,3,1,3,3,2,1,2,"1","0","Life Sciences","Travel_Frequently","Research & Development","Married","Manufacturing Director",65,1091,15813
0,28,3660,13,3,2,10,3,3,4,4,3,10,4,3,0,3,8,7,1,7,"0","0","Other","Travel_Rarely","Research & Development","Single","Research Scientist",59,857,7909
1,44,10482,14,3,3,24,2,2,1,4,1,1,3,2,1,9,20,6,3,6,"1","0","Medical","Travel_Rarely","Human Resources","Married","Human Resources",91,1376,2326
0,33,7119,15,3,3,9,3,4,2,3,4,5,3,2,1,4,3,2,1,2,"1","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Healthcare Representative",34,654,21214
1,35,9582,22,4,3,9,3,4,2,1,1,4,3,3,0,0,8,7,4,7,"1","1","Technical Degree","Travel_Rarely","Sales","Single","Sales Executive",86,1204,10333
1,33,4508,22,4,2,14,4,1,4,2,3,29,3,2,0,1,13,7,3,8,"0","0","Medical","Travel_Frequently","Research & Development","Single","Research Scientist",54,827,3129
0,28,2207,16,3,1,4,2,1,5,4,3,15,2,3,1,1,4,2,2,2,"1","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Laboratory Technician",50,895,22482
0,34,7756,17,3,2,7,1,1,1,3,4,3,2,3,0,0,6,2,0,4,"1","0","Life Sciences","Travel_Frequently","Research & Development","Single","Healthcare Representative",45,618,22266
0,37,6694,14,3,2,8,4,4,5,3,4,10,3,2,3,2,1,0,0,0,"0","1","Life Sciences","Travel_Rarely","Sales","Divorced","Sales Executive",88,309,24223
1,25,3691,15,3,1,7,1,4,3,2,4,4,4,3,1,1,7,7,5,6,"1","1","Technical Degree","Travel_Rarely","Research & Development","Married","Laboratory Technician",32,1219,4605
1,26,2377,20,4,1,1,3,1,0,3,3,21,2,3,1,1,1,1,0,0,"1","0","Medical","Travel_Rarely","Research & Development","Divorced","Laboratory Technician",37,1330,19373
1,33,2313,20,4,1,5,3,1,0,2,2,25,3,2,0,4,2,2,2,2,"1","1","Medical","Travel_Rarely","Research & Development","Single","Research Scientist",55,1017,2993
0,42,17665,17,3,4,23,2,4,3,4,1,2,3,3,1,0,22,6,13,7,"1","0","Medical","Travel_Rarely","Research & Development","Married","Manager",35,469,14399
1,28,2596,15,3,1,1,3,1,2,1,2,1,3,2,2,1,1,0,0,0,"1","0","Medical","Travel_Frequently","Research & Development","Divorced","Laboratory Technician",45,1009,7160
1,50,4728,14,3,2,5,4,4,4,4,3,1,3,3,0,3,0,0,0,0,"1","1","Other","Travel_Frequently","Sales","Single","Sales Executive",81,959,17251
0,33,4302,17,3,2,4,3,4,3,3,2,7,3,3,1,0,3,2,0,2,"0","0","Life Sciences","Travel_Frequently","Sales","Married","Sales Executive",30,970,13401
0,34,2979,17,3,1,6,4,3,2,4,4,3,3,2,3,3,0,0,0,0,"1","0","Life Sciences","Non-Travel","Research & Development","Married","Research Scientist",40,697,22478
0,48,16885,22,4,4,27,4,1,3,3,4,1,2,4,0,2,5,4,2,1,"1","0","Medical","Non-Travel","Research & Development","Single","Manager",35,1262,16154
0,45,5593,13,3,2,15,4,2,2,4,3,9,3,2,1,1,15,10,4,12,"0","0","Life Sciences","Non-Travel","Sales","Married","Sales Executive",65,1050,17970
0,52,10445,19,3,3,18,4,2,4,4,2,7,3,3,0,7,8,6,4,0,"1","0","Life Sciences","Travel_Rarely","Research & Development","Single","Healthcare Representative",87,994,15322
0,38,8740,14,3,3,9,4,3,2,2,3,10,3,2,2,0,8,7,2,7,"1","1","Marketing","Travel_Rarely","Sales","Divorced","Sales Executive",73,770,5569
0,29,2514,22,4,1,11,4,3,1,1,4,28,3,3,1,4,7,5,1,7,"0","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Research Scientist",93,1107,26968
0,28,7655,17,3,3,10,3,4,3,2,2,3,2,3,3,0,9,7,1,7,"0","0","Medical","Travel_Rarely","Research & Development","Divorced","Manufacturing Director",93,950,8039
0,46,17465,12,3,4,23,1,1,3,4,3,3,3,3,1,3,12,9,4,9,"1","0","Marketing","Travel_Rarely","Sales","Married","Manager",52,406,15596
0,38,7351,16,3,3,10,2,4,2,3,2,2,3,3,0,7,1,0,0,0,"1","0","Marketing","Travel_Rarely","Sales","Single","Sales Executive",32,130,20619
0,43,10820,11,3,3,18,3,3,1,3,1,27,3,3,1,8,8,7,0,1,"0","0","Life Sciences","Travel_Frequently","Research & Development","Married","Manufacturing Director",83,1082,11535
1,39,12169,11,3,4,21,3,1,4,4,4,2,3,3,3,7,18,7,11,5,"1","0","Life Sciences","Travel_Frequently","Research & Development","Divorced","Healthcare Representative",84,203,13547
0,40,19626,14,3,5,21,3,3,2,1,3,14,4,2,0,1,20,7,4,9,"1","0","Medical","Travel_Rarely","Research & Development","Single","Research Director",44,1308,17544
0,21,2070,11,3,1,2,1,4,6,3,2,1,4,2,0,1,2,2,2,2,"0","1","Technical Degree","Travel_Rarely","Research & Development","Single","Research Scientist",70,984,25326
0,39,6782,15,3,2,9,3,3,2,3,2,9,2,3,0,9,5,4,0,3,"1","0","Life Sciences","Non-Travel","Research & Development","Single","Laboratory Technician",70,439,8770
0,36,7779,20,4,2,18,4,1,0,1,4,18,3,3,0,2,11,9,0,9,"1","0","Life Sciences","Non-Travel","Research & Development","Single","Manufacturing Director",78,217,23238
0,31,2791,12,3,1,3,3,3,4,1,4,20,3,4,1,0,2,2,2,2,"1","0","Life Sciences","Travel_Frequently","Sales","Married","Sales Representative",67,793,21981
0,28,3201,17,3,1,6,1,1,2,1,2,2,1,2,0,0,5,3,0,4,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Research Scientist",67,1451,19911
0,35,4968,11,3,2,5,2,4,3,4,4,11,3,3,1,1,5,2,0,2,"1","0","Marketing","Travel_Frequently","Sales","Divorced","Sales Executive",54,1182,18500
0,49,13120,17,3,4,22,4,4,3,2,2,8,3,2,1,6,9,8,2,3,"1","0","Technical Degree","Travel_Rarely","Sales","Married","Sales Executive",56,174,11879
0,34,4033,11,3,2,5,2,4,3,4,3,2,2,3,0,2,3,2,0,2,"1","0","Life Sciences","Travel_Frequently","Research & Development","Single","Manufacturing Director",95,1003,15834
0,29,3291,14,3,1,8,3,4,2,4,2,10,2,3,2,0,7,5,1,1,"0","0","Life Sciences","Travel_Frequently","Research & Development","Divorced","Research Scientist",61,490,17940
0,42,4272,19,3,2,16,3,2,3,1,4,29,3,1,0,4,1,0,0,0,"1","0","Medical","Travel_Rarely","Research & Development","Single","Laboratory Technician",56,188,9558
0,29,5056,15,3,2,10,1,2,2,3,4,8,2,2,1,1,10,7,1,2,"1","1","Medical","Travel_Rarely","Research & Development","Married","Manufacturing Director",79,718,17689
0,38,2844,13,3,1,7,3,3,2,4,3,1,4,4,1,1,7,6,5,0,"1","0","Human Resources","Travel_Rarely","Human Resources","Married","Human Resources",37,433,6004
0,28,2703,14,3,1,3,3,3,2,4,3,6,3,2,1,1,3,1,0,2,"1","1","Life Sciences","Travel_Frequently","Research & Development","Divorced","Research Scientist",39,773,22088
1,18,1904,12,3,1,0,1,3,0,4,3,8,3,3,0,1,0,0,0,0,"1","0","Medical","Non-Travel","Research & Development","Single","Laboratory Technician",80,247,13556
1,33,8224,17,3,2,6,4,1,3,1,1,9,3,3,0,0,5,2,0,3,"0","1","Marketing","Travel_Rarely","Sales","Single","Sales Executive",77,603,18385
0,41,4766,11,3,1,6,4,2,4,1,4,12,3,3,1,3,1,0,0,0,"1","1","Life Sciences","Travel_Rarely","Research & Development","Married","Laboratory Technician",46,167,9051
1,31,2610,12,3,1,2,3,3,5,3,3,15,2,3,1,1,2,2,2,2,"1","0","Medical","Travel_Frequently","Research & Development","Married","Laboratory Technician",72,874,6233
0,37,5731,13,3,2,9,2,3,2,3,4,25,3,2,2,7,6,2,1,3,"0","0","Medical","Travel_Rarely","Research & Development","Divorced","Healthcare Representative",52,367,17171
0,27,2539,13,3,1,4,3,4,0,3,3,6,3,2,1,1,4,2,2,2,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Research Scientist",55,199,7950
0,34,5714,20,4,2,6,1,2,3,1,3,9,2,3,0,1,6,5,1,3,"0","0","Life Sciences","Travel_Rarely","Sales","Married","Sales Executive",70,1400,5829
0,35,4323,17,3,1,6,4,3,2,2,3,8,1,3,0,1,5,4,1,4,"1","0","Technical Degree","Travel_Rarely","Human Resources","Single","Human Resources",100,528,7108
1,29,7336,13,3,3,11,1,4,3,1,1,23,1,2,1,1,11,8,3,10,"0","0","Life Sciences","Travel_Rarely","Sales","Married","Sales Executive",45,408,11162
0,40,13499,17,3,3,20,4,2,3,3,3,9,2,3,0,9,18,7,2,13,"0","0","Medical","Travel_Frequently","Research & Development","Single","Research Director",88,593,13782
1,42,13758,12,3,4,22,3,3,2,2,1,12,2,3,0,0,21,9,13,14,"1","1","Life Sciences","Travel_Frequently","Sales","Single","Sales Executive",44,481,2447
0,42,5155,13,3,2,9,4,2,3,4,1,4,4,3,0,7,6,4,1,5,"1","0","Marketing","Travel_Rarely","Sales","Single","Sales Executive",45,647,2253
0,35,2258,12,3,1,10,4,4,2,2,3,1,3,2,1,6,8,0,1,7,"1","0","Medical","Travel_Rarely","Research & Development","Married","Laboratory Technician",58,982,16340
0,24,3597,22,4,1,6,3,4,2,4,2,24,3,3,0,8,4,3,1,2,"1","0","Medical","Travel_Rarely","Research & Development","Single","Laboratory Technician",49,477,6409
1,28,2515,11,3,1,1,1,3,4,4,4,12,2,3,0,1,1,1,0,0,"0","1","Life Sciences","Travel_Rarely","Research & Development","Married","Laboratory Technician",79,1485,22955
0,26,4420,22,4,1,8,4,1,2,2,4,3,3,4,1,1,8,7,0,7,"1","0","Medical","Travel_Rarely","Research & Development","Married","Laboratory Technician",82,1384,13421
0,30,6578,18,3,2,10,3,3,3,1,3,10,3,2,1,1,10,3,1,4,"1","0","Marketing","Travel_Rarely","Sales","Married","Sales Executive",72,852,2706
0,40,4422,13,3,2,16,2,3,3,4,4,26,1,2,1,3,1,1,0,0,"0","1","Medical","Travel_Frequently","Research & Development","Married","Research Scientist",92,902,21203
0,35,10274,18,3,3,15,3,3,2,2,2,2,4,2,1,2,7,7,6,4,"1","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Manufacturing Director",44,819,19588
0,34,5343,20,4,2,14,3,4,3,3,1,1,3,2,0,0,13,9,4,9,"1","0","Medical","Travel_Frequently","Research & Development","Single","Healthcare Representative",97,669,25755
0,35,2376,13,3,1,2,4,4,2,2,4,4,4,2,1,1,2,2,2,2,"1","0","Other","Travel_Frequently","Research & Development","Married","Laboratory Technician",47,636,26537
1,43,5346,13,3,2,7,3,1,2,2,3,9,2,1,0,8,4,3,1,3,"0","0","Marketing","Travel_Rarely","Sales","Single","Sales Executive",85,1372,9489
0,32,2827,12,3,1,1,1,3,3,3,1,2,3,3,3,1,1,0,0,0,"0","0","Life Sciences","Non-Travel","Sales","Divorced","Sales Representative",76,862,14947
0,56,19943,13,3,5,28,4,4,2,4,1,4,3,3,1,4,5,2,4,2,"0","0","Technical Degree","Travel_Rarely","Research & Development","Divorced","Manager",92,718,18575
0,29,3131,13,3,1,10,1,2,5,1,4,6,3,3,1,1,10,8,0,8,"0","0","Medical","Travel_Rarely","Research & Development","Married","Laboratory Technician",54,1401,26342
0,19,2552,25,4,1,1,2,3,4,3,1,9,3,3,0,1,1,1,0,0,"1","0","Life Sciences","Travel_Rarely","Research & Development","Single","Research Scientist",54,645,7172
0,45,4477,19,3,1,7,3,1,2,3,3,7,2,3,1,4,3,2,0,2,"0","1","Medical","Travel_Rarely","Research & Development","Married","Research Scientist",83,1457,20100
0,37,6474,13,3,2,14,3,4,2,2,4,1,2,2,1,1,14,8,3,11,"0","0","Life Sciences","Travel_Rarely","Research & Development","Married","Manufacturing Director",56,977,9961
0,20,3033,12,3,1,2,3,1,2,1,3,3,2,2,0,1,2,2,1,2,"1","0","Life Sciences","Travel_Rarely","Research & Development","Single","Laboratory Technician",87,805,12828
1,44,2936,11,3,1,6,4,3,4,3,3,10,3,3,0,1,6,4,0,2,"1","1","Life Sciences","Travel_Rarely","Research & Development","Single","Research Scientist",96,1097,10826
0,53,18606,18,3,5,26,2,4,6,2,3,7,3,3,1,3,7,7,4,7,"0","0","Medical","Travel_Rarely","Research & Development","Divorced","Manager",50,1223,18640
0,29,2168,18,3,1,6,1,2,2,1,4,15,2,1,1,0,5,4,1,3,"0","1","Life Sciences","Travel_Rarely","Research & Development","Married","Research Scientist",69,942,26933
1,22,2853,11,3,1,1,4,3,5,2,4,3,3,2,1,0,0,0,0,0,"1","1","Life Sciences","Travel_Frequently","Research & Development","Married","Research Scientist",48,1256,4223
0,46,17048,23,4,4,28,3,3,2,1,1,2,3,3,0,8,26,15,15,9,"0","0","Marketing","Travel_Rarely","Sales","Married","Manager",69,1402,24097
0,44,2290,13,3,1,6,3,4,3,4,3,17,3,1,0,2,0,0,0,0,"1","0","Life Sciences","Non-Travel","Research & Development","Single","Research Scientist",74,111,4279
0,33,3600,13,3,1,5,3,2,2,4,3,2,3,3,1,1,5,4,1,4,"1","0","Human Resources","Travel_Rarely","Human Resources","Married","Human Resources",99,147,8429
1,41,2107,17,3,1,5,2,1,2,1,1,5,1,2,1,6,1,0,0,0,"1","0","Life Sciences","Non-Travel","Research & Development","Divorced","Research Scientist",95,906,20293
0,30,4115,19,3,2,8,4,3,3,3,1,29,3,3,3,8,4,3,0,3,"1","0","Life Sciences","Travel_Rarely","Sales","Divorced","Sales Executive",61,1329,13192
0,40,4327,12,3,2,5,4,2,2,4,2,2,3,3,3,5,0,0,0,0,"1","0","Medical","Travel_Frequently","Sales","Married","Sales Executive",62,1184,25440
0,50,17856,22,4,4,32,3,4,3,3,1,2,3,3,1,2,2,2,2,2,"0","0","Medical","Travel_Frequently","Research & Development","Married","Manager",30,1421,9490
0,28,3196,12,3,1,6,4,4,2,3,1,19,3,2,3,1,6,5,3,3,"1","0","Medical","Travel_Rarely","Research & Development","Married","Laboratory Technician",78,1179,12449
0,46,19081,11,3,5,25,2,4,2,1,2,15,3,3,1,5,4,2,0,3,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Research Director",52,1450,10849
0,35,8966,15,3,2,15,4,3,2,4,1,17,3,3,3,3,7,7,1,7,"1","1","Life Sciences","Travel_Rarely","Sales","Married","Sales Executive",94,1361,21026
1,24,2210,13,3,1,1,2,4,3,1,2,17,1,3,1,1,1,0,0,0,"0","0","Life Sciences","Travel_Rarely","Research & Development","Married","Laboratory Technician",97,984,3372
0,33,4539,12,3,2,10,3,2,3,1,3,25,2,3,1,1,10,7,0,1,"0","0","Medical","Travel_Frequently","Sales","Married","Sales Executive",82,1146,4905
0,36,2741,14,3,1,7,4,3,4,3,3,6,3,1,1,1,7,7,1,7,"1","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Laboratory Technician",60,917,6865
0,30,3491,13,3,2,10,4,3,4,1,3,7,2,3,3,1,10,7,8,9,"1","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Laboratory Technician",49,853,11309
0,44,4541,25,4,2,20,4,4,3,2,4,29,3,3,0,1,20,11,13,17,"1","0","Other","Travel_Rarely","Research & Development","Single","Research Scientist",32,200,7744
0,20,2678,17,3,1,2,3,3,2,4,4,21,3,4,0,1,2,1,2,2,"1","0","Marketing","Travel_Rarely","Sales","Single","Sales Representative",43,654,5050
0,46,7379,11,3,2,12,4,4,3,3,4,2,2,3,1,2,6,3,1,4,"1","0","Technical Degree","Travel_Rarely","Research & Development","Divorced","Manufacturing Director",60,150,17433
0,42,6272,16,3,2,10,5,4,3,1,1,2,4,4,1,7,4,3,0,3,"1","0","Medical","Non-Travel","Human Resources","Married","Human Resources",79,179,12858
0,60,5220,18,3,2,12,4,2,3,2,4,7,3,4,1,0,11,7,1,9,"1","1","Marketing","Travel_Rarely","Sales","Divorced","Sales Executive",52,696,10893
0,32,2743,20,4,1,2,3,3,2,3,2,13,3,2,1,1,2,2,2,2,"0","0","Other","Travel_Frequently","Research & Development","Married","Laboratory Technician",77,116,7331
0,32,4998,14,3,2,10,2,4,2,4,3,2,3,3,0,4,8,7,0,7,"0","1","Life Sciences","Travel_Frequently","Research & Development","Single","Research Scientist",38,1316,2338
